Model,DPO2002B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.01,
Sample Interval,1.92012e-05,
Filter Frequency,7e+07,
Record Length,5208,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0.6,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
1.146e-03,-0.94,-0.78
1.166e-03,-1.04,-1.16
1.185e-03,-0.98,-0.82
1.204e-03,-0.86,-3.52
1.223e-03,-3.52,-0.76
1.242e-03,-3.52,-3.52
1.262e-03,-3.52,-2.8
1.281e-03,-2.92,-3.02
1.300e-03,-2.82,-2.7
1.319e-03,-2.9,-2.98
1.338e-03,-2.74,-2.6
1.358e-03,-2.72,-2.98
1.377e-03,-2.84,-2.54
1.396e-03,-2.88,-2.94
1.415e-03,-2.74,-2.54
1.434e-03,-2.74,-2.86
1.454e-03,-2.66,-2.56
1.473e-03,-2.68,-2.78
1.492e-03,-2.62,-2.5
1.511e-03,-2.56,-2.66
1.530e-03,-2.56,-2.34
1.550e-03,-2.5,-2.6
1.569e-03,-2.4,-2.26
1.588e-03,-2.48,-2.56
1.607e-03,-2.42,-2.2
1.626e-03,-2.28,-2.52
1.646e-03,-2.32,-2.12
1.665e-03,-2.12,-2.36
1.684e-03,-2.22,-2.02
1.703e-03,-2.14,-2.3
1.722e-03,-2.14,-1.94
1.742e-03,-2.18,-2.24
1.761e-03,-2.06,-1.9
1.780e-03,-2.06,-2.16
1.799e-03,-1.94,-1.76
1.818e-03,-1.8,-2.08
1.838e-03,-1.88,-1.76
1.857e-03,-1.98,-2.04
1.876e-03,-1.78,-1.64
1.895e-03,-1.7,-1.92
1.914e-03,-1.64,-1.6
1.934e-03,-1.8,-2
1.953e-03,-1.72,-1.52
1.972e-03,-1.62,-1.74
1.991e-03,-1.62,-1.46
2.010e-03,-1.5,-1.78
2.030e-03,-1.72,-1.46
2.049e-03,-1.6,-1.66
2.068e-03,-1.56,-1.42
2.087e-03,-1.46,-1.68
2.106e-03,-1.54,-1.4
2.126e-03,-1.56,-1.64
2.145e-03,-1.48,-1.32
2.164e-03,-1.48,-1.66
2.183e-03,-1.44,-1.26
2.202e-03,-1.54,-1.68
2.222e-03,-1.46,-1.28
2.241e-03,-1.4,-1.58
2.260e-03,-1.32,-1.28
2.279e-03,-1.44,-1.6
2.298e-03,-1.46,-1.26
2.318e-03,-1.32,-1.52
2.337e-03,-1.24,-1.14
2.356e-03,-1.26,-1.48
2.375e-03,-1.36,-1.1
2.394e-03,-1.36,-1.44
2.414e-03,-1.3,-1.16
2.433e-03,-1.36,-1.42
2.452e-03,-1.18,-1.04
2.471e-03,-1.3,-1.42
2.490e-03,-1.18,-1.12
2.510e-03,-1.28,-1.46
2.529e-03,-1.24,-1.06
2.548e-03,-1.02,-1.42
2.567e-03,-1.24,-1
2.586e-03,-1.22,-1.4
2.606e-03,-1.3,-1.06
2.625e-03,-1.24,-1.3
2.644e-03,-1.18,-1
2.663e-03,-1.18,-1.36
2.682e-03,-1.28,-1.04
2.702e-03,-1.08,-1.28
2.721e-03,-1.16,-1.04
2.740e-03,-1.28,-1.36
2.759e-03,-1.12,-1
2.778e-03,-1.2,-1.3
2.798e-03,-1.02,-0.96
2.817e-03,-1.24,-1.34
2.836e-03,-1.04,-0.92
2.855e-03,-1.18,-1.3
2.874e-03,-1.1,-0.96
2.894e-03,-0.96,-1.26
2.913e-03,-1.16,-0.92
2.932e-03,-1.02,-1.22
2.951e-03,-0.96,-0.92
2.970e-03,-1.1,-1.18
2.990e-03,-1.08,-0.88
3.009e-03,-0.96,-1.22
3.028e-03,-1.16,-0.86
3.047e-03,-0.94,-1.18
3.066e-03,-1.12,-0.8
3.086e-03,-0.98,-1.22
3.105e-03,-1.12,-0.82
3.124e-03,-1.06,-1.2
3.143e-03,-1.06,-0.86
3.162e-03,-1.12,-1.18
3.182e-03,-0.98,-0.86
3.201e-03,-0.96,-1.14
3.220e-03,-0.94,-0.84
3.239e-03,-1,-1.14
3.258e-03,-0.96,-0.88
3.278e-03,-0.92,-1.06
3.297e-03,-0.84,-0.78
3.316e-03,-0.96,-1.08
3.335e-03,-0.92,-0.84
3.354e-03,-0.98,-1.12
3.374e-03,-0.96,-0.72
3.393e-03,-1,-1.14
3.412e-03,-0.98,-0.72
3.431e-03,-1,-1.14
3.450e-03,-1.02,-0.8
3.470e-03,-0.98,-1.12
3.489e-03,-1.02,-0.8
3.508e-03,-0.9,-1.1
3.527e-03,-0.94,-0.76
3.546e-03,-0.96,-1.2
3.566e-03,-1.02,-0.86
3.585e-03,-0.96,-1.12
3.604e-03,-1,-0.82
3.623e-03,-0.96,-1.04
3.642e-03,-0.82,-0.76
3.662e-03,-0.94,-1.1
3.681e-03,-0.8,-0.74
3.700e-03,-0.92,-1.1
3.719e-03,-0.9,-0.76
3.738e-03,-0.94,-1.16
3.758e-03,-1.12,-0.82
3.777e-03,-1,-1.12
3.796e-03,-1.04,-0.76
3.815e-03,-0.8,-1.16
3.835e-03,-0.92,-0.7
3.854e-03,-0.98,-1.02
3.873e-03,-0.86,-0.78
3.892e-03,-0.88,-1.16
3.911e-03,-1.1,-0.84
3.931e-03,-0.86,-1.08
3.950e-03,-0.94,-0.74
3.969e-03,-0.9,-1.1
3.988e-03,-0.92,-0.72
4.007e-03,-0.94,-1.06
4.027e-03,-0.78,-0.72
4.046e-03,-0.94,-1.12
4.065e-03,-0.92,-0.8
4.084e-03,-0.94,-1.08
